"booking_id","guest_id","listing_id","booking_status_id","checkindate","checkoutdate","no_of_days","booking_date"
1878,1878,1878,3,"2023-07-28","2023-08-01",4,"2023-06-29"
1879,1879,1879,1,"2023-08-22","2023-08-28",6,"2023-07-24"
1880,1880,1880,3,"2023-08-11","2023-08-14",3,"2023-07-13"
1881,1881,1881,2,"2024-01-22","2024-02-02",11,"2023-12-31"
1882,1882,1882,3,"2023-11-04","2023-11-11",7,"2023-10-17"
1883,1883,1883,1,"2023-12-12","2023-12-17",5,"2023-11-18"
1884,1884,1884,1,"2023-08-21","2023-08-31",10,"2023-08-20"
1885,1885,1885,1,"2023-11-09","2023-11-14",5,"2023-11-09"
1886,1886,1886,1,"2023-12-03","2023-12-09",6,"2023-11-23"
1887,1887,1887,1,"2023-11-10","2023-11-13",3,"2023-10-11"
1888,1888,1888,1,"2023-09-19","2023-09-22",3,"2023-08-26"
1889,1889,1889,2,"2023-12-24","2023-12-28",4,"2023-11-24"
1890,1890,1890,1,"2023-11-19","2023-11-30",11,"2023-11-14"
1891,1891,1891,2,"2023-02-23","2023-03-05",10,"2023-01-28"
1892,1892,1892,3,"2024-01-31","2024-02-09",9,"2024-01-13"
1893,1893,1893,2,"2023-08-17","2023-08-22",5,"2023-08-16"
1894,1894,1894,2,"2023-03-01","2023-03-12",11,"2023-02-18"
1895,1895,1895,1,"2023-10-15","2023-10-21",6,"2023-10-15"
1896,1896,1896,3,"2023-12-04","2023-12-05",1,"2023-12-01"
1897,1897,1897,1,"2023-07-19","2023-07-29",10,"2023-07-19"
1898,1898,1898,2,"2023-09-09","2023-09-11",2,"2023-08-11"
1899,1899,1899,1,"2023-12-16","2023-12-21",5,"2023-11-29"
1900,1900,1900,2,"2023-12-12","2023-12-20",8,"2023-11-25"
1901,1901,1901,2,"2023-11-25","2023-12-07",12,"2023-11-10"
1902,1902,1902,3,"2023-07-05","2023-07-13",8,"2023-06-20"
1903,1903,1903,3,"2023-04-28","2023-05-06",8,"2023-04-11"
1904,1904,1904,2,"2023-05-19","2023-05-26",7,"2023-04-25"
1905,1905,1905,2,"2023-12-28","2024-01-10",13,"2023-12-17"
1906,1906,1906,1,"2023-03-08","2023-03-14",6,"2023-03-01"
1907,1907,1907,2,"2023-08-31","2023-09-06",6,"2023-08-23"
1908,1908,1908,2,"2023-10-22","2023-10-25",3,"2023-09-30"
1909,1909,1909,3,"2023-06-15","2023-06-20",5,"2023-05-23"
1910,1910,1910,1,"2024-01-12","2024-01-22",10,"2024-01-06"
1911,1911,1911,2,"2023-09-30","2023-10-01",1,"2023-09-07"
1912,1912,1912,3,"2023-09-28","2023-10-02",4,"2023-09-01"
1913,1913,1913,3,"2023-10-15","2023-10-23",8,"2023-10-04"
1914,1914,1914,3,"2023-04-19","2023-04-22",3,"2023-03-30"
1915,1915,1915,3,"2023-04-06","2023-04-13",7,"2023-03-12"
1916,1916,1916,2,"2023-03-30","2023-04-06",7,"2023-03-09"
1917,1917,1917,2,"2024-01-02","2024-01-10",8,"2023-12-10"
1918,1918,1918,3,"2023-07-08","2023-07-15",7,"2023-06-27"
1919,1919,1919,3,"2023-10-16","2023-10-27",11,"2023-10-14"
1920,1920,1920,1,"2023-06-27","2023-07-01",4,"2023-06-03"
1921,1921,1921,2,"2023-03-27","2023-04-09",13,"2023-03-21"
1922,1922,1922,2,"2024-02-19","2024-02-23",4,"2024-01-31"
1923,1923,1923,3,"2023-12-02","2023-12-11",9,"2023-11-18"
1924,1924,1924,2,"2023-02-21","2023-03-01",8,"2023-01-22"
1925,1925,1925,2,"2023-03-24","2023-04-06",13,"2023-02-22"
1926,1926,1926,2,"2023-08-16","2023-08-19",3,"2023-08-12"
1927,1927,1927,2,"2023-03-28","2023-04-09",12,"2023-03-16"
1928,1928,1928,2,"2023-09-22","2023-10-05",13,"2023-09-06"
1929,1929,1929,3,"2023-11-06","2023-11-07",1,"2023-10-29"
1930,1930,1930,1,"2023-12-13","2023-12-16",3,"2023-11-17"
1931,1931,1931,3,"2024-02-08","2024-02-20",12,"2024-01-15"
1932,1932,1932,1,"2023-07-30","2023-08-03",4,"2023-07-16"
1933,1933,1933,1,"2023-05-26","2023-05-27",1,"2023-05-06"
1934,1934,1934,1,"2023-12-09","2023-12-14",5,"2023-12-01"
1935,1935,1935,3,"2023-05-01","2023-05-03",2,"2023-04-15"
1936,1936,1936,1,"2023-03-29","2023-04-11",13,"2023-03-06"
1937,1937,1937,1,"2023-07-04","2023-07-11",7,"2023-06-08"
1938,1938,1938,2,"2024-02-13","2024-02-21",8,"2024-02-13"
1939,1939,1939,3,"2023-06-22","2023-06-25",3,"2023-06-16"
1940,1940,1940,2,"2023-10-05","2023-10-10",5,"2023-09-15"
1941,1941,1941,2,"2024-02-08","2024-02-14",6,"2024-01-14"
1942,1942,1942,3,"2023-11-12","2023-11-15",3,"2023-10-23"
1943,1943,1943,1,"2023-10-06","2023-10-15",9,"2023-09-30"
1944,1944,1944,1,"2023-11-15","2023-11-23",8,"2023-10-22"
1945,1945,1945,1,"2023-09-03","2023-09-08",5,"2023-09-03"
1946,1946,1946,1,"2023-11-15","2023-11-16",1,"2023-11-08"
1947,1947,1947,1,"2023-02-21","2023-02-27",6,"2023-02-10"
1948,1948,1948,2,"2023-07-20","2023-07-22",2,"2023-07-20"
1949,1949,1949,1,"2023-02-23","2023-03-02",7,"2023-02-15"
1950,1950,1950,1,"2024-02-09","2024-02-17",8,"2024-01-18"
1951,1951,1951,3,"2023-10-07","2023-10-18",11,"2023-09-08"
1952,1952,1952,1,"2024-01-13","2024-01-14",1,"2023-12-19"
1953,1953,1953,1,"2023-06-24","2023-07-08",14,"2023-05-27"
1954,1954,1954,3,"2024-01-19","2024-01-21",2,"2024-01-16"
1955,1955,1955,3,"2023-04-18","2023-04-21",3,"2023-04-10"
1956,1956,1956,1,"2023-03-05","2023-03-08",3,"2023-02-24"
1957,1957,1957,3,"2024-01-01","2024-01-02",1,"2023-12-02"
1958,1958,1958,3,"2023-08-26","2023-09-04",9,"2023-08-13"
1959,1959,1959,2,"2024-02-16","2024-02-19",3,"2024-01-19"
1960,1960,1960,2,"2024-01-09","2024-01-14",5,"2023-12-18"
1961,1961,1961,1,"2023-04-21","2023-04-28",7,"2023-03-31"
1962,1962,1962,1,"2024-01-27","2024-02-04",8,"2024-01-15"
1963,1963,1963,3,"2023-11-16","2023-11-24",8,"2023-10-23"
1964,1964,1964,1,"2023-11-02","2023-11-04",2,"2023-10-11"
1965,1965,1965,2,"2023-04-27","2023-05-11",14,"2023-03-29"
1966,1966,1966,1,"2023-11-21","2023-12-04",13,"2023-10-30"
1967,1967,1967,3,"2023-12-11","2023-12-21",10,"2023-11-14"
1968,1968,1968,1,"2023-06-04","2023-06-14",10,"2023-05-09"
1969,1969,1969,1,"2024-02-18","2024-02-21",3,"2024-02-09"
1970,1970,1970,1,"2023-06-17","2023-06-23",6,"2023-06-12"
1971,1971,1971,2,"2023-07-17","2023-07-26",9,"2023-07-13"
1972,1972,1972,3,"2023-06-11","2023-06-16",5,"2023-05-13"
1973,1973,1973,2,"2023-07-05","2023-07-08",3,"2023-06-30"
1974,1974,1974,1,"2023-03-28","2023-04-01",4,"2023-03-17"
1975,1975,1975,3,"2024-02-14","2024-02-17",3,"2024-01-23"
1976,1976,1976,1,"2023-09-10","2023-09-12",2,"2023-08-31"
1977,1977,1977,1,"2024-01-21","2024-01-29",8,"2024-01-17"
1978,1978,1978,1,"2023-06-24","2023-07-02",8,"2023-06-18"
1979,1979,1979,3,"2023-07-21","2023-07-23",2,"2023-06-28"
1980,1980,1980,2,"2023-04-15","2023-04-16",1,"2023-03-27"
1981,1981,1981,1,"2023-07-21","2023-07-23",2,"2023-07-17"
1982,1982,1982,1,"2023-07-30","2023-08-04",5,"2023-07-28"
1983,1983,1983,2,"2023-03-31","2023-04-13",13,"2023-03-10"
1984,1984,1984,1,"2023-06-13","2023-06-23",10,"2023-05-16"
1985,1985,1985,3,"2023-11-04","2023-11-11",7,"2023-10-29"
1986,1986,1986,2,"2023-06-16","2023-06-17",1,"2023-05-25"
1987,1987,1987,1,"2023-11-15","2023-11-17",2,"2023-11-13"
1988,1988,1988,1,"2023-12-15","2023-12-25",10,"2023-12-13"
1989,1989,1989,2,"2023-07-16","2023-07-21",5,"2023-06-17"
1990,1990,1990,2,"2023-02-18","2023-03-02",12,"2023-02-14"
1991,1991,1991,3,"2023-05-18","2023-05-27",9,"2023-05-01"
1992,1992,1992,2,"2024-01-22","2024-02-05",14,"2024-01-16"
1993,1993,1993,3,"2023-04-09","2023-04-21",12,"2023-03-18"
1994,1994,1994,3,"2023-08-02","2023-08-09",7,"2023-07-09"
1995,1995,1995,1,"2023-12-30","2024-01-01",2,"2023-12-14"
1996,1996,1996,3,"2023-12-16","2023-12-17",1,"2023-12-06"
1997,1997,1997,1,"2024-01-07","2024-01-15",8,"2023-12-28"
1998,1998,1998,3,"2023-03-07","2023-03-14",7,"2023-03-06"
1999,1999,1999,2,"2023-04-01","2023-04-08",7,"2023-03-27"
2000,2000,2000,1,"2023-04-24","2023-05-03",9,"2023-03-27"
2001,2001,2001,3,"2023-03-26","2023-04-03",8,"2023-03-20"
2002,2002,2002,1,"2023-06-04","2023-06-15",11,"2023-05-14"
2003,2003,2003,2,"2023-12-18","2023-12-26",8,"2023-12-13"
2004,2004,2004,1,"2023-05-01","2023-05-08",7,"2023-04-18"
2005,2005,2005,2,"2023-03-20","2023-03-27",7,"2023-03-18"
2006,2006,2006,1,"2023-10-17","2023-10-24",7,"2023-10-11"
2007,2007,2007,3,"2023-10-28","2023-11-11",14,"2023-10-12"
2008,2008,2008,1,"2023-02-26","2023-02-28",2,"2023-01-28"
2009,2009,2009,2,"2023-10-27","2023-11-01",5,"2023-09-30"
2010,2010,2010,3,"2023-06-19","2023-06-26",7,"2023-05-22"
2011,2011,2011,1,"2023-08-20","2023-09-03",14,"2023-08-11"
2012,2012,2012,1,"2023-03-21","2023-03-22",1,"2023-03-08"
2013,2013,2013,1,"2023-10-26","2023-10-29",3,"2023-10-22"
2014,2014,2014,3,"2023-04-13","2023-04-23",10,"2023-03-25"
2015,2015,2015,1,"2023-07-08","2023-07-14",6,"2023-06-24"
2016,2016,2016,2,"2024-02-20","2024-02-21",1,"2024-01-26"
2017,2017,2017,2,"2023-09-23","2023-09-25",2,"2023-09-06"
2018,2018,2018,1,"2023-09-23","2023-09-28",5,"2023-09-01"
2019,2019,2019,2,"2023-12-25","2023-12-30",5,"2023-11-30"
2020,2020,2020,3,"2023-11-16","2023-11-25",9,"2023-10-31"
2021,2021,2021,1,"2023-06-16","2023-06-22",6,"2023-06-12"
2022,2022,2022,3,"2023-12-17","2023-12-30",13,"2023-12-09"
2023,2023,2023,2,"2023-06-19","2023-06-26",7,"2023-05-20"
2024,2024,2024,2,"2023-03-17","2023-03-30",13,"2023-03-12"
2025,2025,2025,3,"2023-05-17","2023-05-28",11,"2023-05-09"
2026,2026,2026,3,"2023-04-19","2023-05-02",13,"2023-03-28"
2027,2027,2027,1,"2023-10-15","2023-10-27",12,"2023-09-15"
2028,2028,2028,2,"2023-07-27","2023-08-06",10,"2023-07-06"
2029,2029,2029,3,"2023-05-26","2023-06-07",12,"2023-05-02"
2030,2030,2030,1,"2023-12-07","2023-12-11",4,"2023-11-08"
2031,2031,2031,1,"2023-12-13","2023-12-25",12,"2023-12-11"
2032,2032,2032,1,"2024-02-02","2024-02-14",12,"2024-01-07"
2033,2033,2033,2,"2023-07-11","2023-07-14",3,"2023-06-30"
2034,2034,2034,2,"2023-02-17","2023-02-25",8,"2023-01-22"
2035,2035,2035,1,"2023-12-21","2023-12-22",1,"2023-12-08"
2036,2036,2036,2,"2023-12-01","2023-12-13",12,"2023-11-09"
2037,2037,2037,3,"2023-03-15","2023-03-29",14,"2023-02-28"
2038,2038,2038,3,"2023-04-30","2023-05-02",2,"2023-04-01"
2039,2039,2039,2,"2023-05-26","2023-06-03",8,"2023-05-15"
2040,2040,2040,2,"2023-10-15","2023-10-24",9,"2023-10-03"
2041,2041,2041,1,"2023-09-29","2023-10-08",9,"2023-09-22"
2042,2042,2042,1,"2023-07-18","2023-07-26",8,"2023-06-21"
2043,2043,2043,2,"2023-08-13","2023-08-21",8,"2023-07-31"
2044,2044,2044,3,"2024-02-06","2024-02-10",4,"2024-01-11"
2045,2045,2045,1,"2023-06-25","2023-07-09",14,"2023-05-28"
2046,2046,2046,3,"2023-09-25","2023-10-02",7,"2023-09-25"
2047,2047,2047,3,"2023-04-30","2023-05-06",6,"2023-04-16"
2048,2048,2048,3,"2023-10-24","2023-10-27",3,"2023-10-17"
2049,2049,2049,1,"2023-03-18","2023-03-26",8,"2023-02-25"
2050,2050,2050,2,"2023-11-30","2023-12-14",14,"2023-11-03"
2051,2051,2051,1,"2024-01-05","2024-01-10",5,"2023-12-27"
2052,2052,2052,1,"2024-01-31","2024-02-11",11,"2024-01-03"
2053,2053,2053,1,"2023-12-23","2024-01-03",11,"2023-11-25"
2054,2054,2054,1,"2023-04-06","2023-04-19",13,"2023-03-21"
2055,2055,2055,2,"2023-11-19","2023-11-28",9,"2023-11-04"
2056,2056,2056,3,"2023-09-11","2023-09-19",8,"2023-09-02"
2057,2057,2057,2,"2023-12-10","2023-12-22",12,"2023-11-12"
2058,2058,2058,2,"2023-08-17","2023-08-30",13,"2023-07-21"
2059,2059,2059,3,"2023-07-23","2023-08-03",11,"2023-07-23"
2060,2060,2060,3,"2024-02-05","2024-02-12",7,"2024-01-10"
2061,2061,2061,3,"2023-12-25","2023-12-26",1,"2023-12-11"
2062,2062,2062,1,"2023-09-05","2023-09-09",4,"2023-08-11"
2063,2063,2063,3,"2023-03-11","2023-03-14",3,"2023-02-10"
2064,2064,2064,2,"2023-12-08","2023-12-21",13,"2023-11-21"
2065,2065,2065,2,"2023-09-26","2023-10-09",13,"2023-09-11"
2066,2066,2066,1,"2023-06-26","2023-07-01",5,"2023-06-24"
2067,2067,2067,2,"2023-03-31","2023-04-06",6,"2023-03-06"
2068,2068,2068,3,"2023-12-30","2024-01-08",9,"2023-12-19"
2069,2069,2069,1,"2023-03-04","2023-03-08",4,"2023-02-03"
2070,2070,2070,1,"2024-01-21","2024-01-29",8,"2024-01-13"
2071,2071,2071,3,"2023-08-28","2023-09-03",6,"2023-08-08"
2072,2072,2072,1,"2023-05-09","2023-05-17",8,"2023-05-09"
2073,2073,2073,2,"2023-12-14","2023-12-25",11,"2023-12-11"
2074,2074,2074,1,"2023-07-05","2023-07-09",4,"2023-06-16"
2075,2075,2075,3,"2023-09-26","2023-10-06",10,"2023-09-06"
2076,2076,2076,2,"2023-02-23","2023-02-26",3,"2023-02-14"
2077,2077,2077,1,"2023-08-14","2023-08-17",3,"2023-08-02"
2078,2078,2078,3,"2024-02-13","2024-02-20",7,"2024-01-26"
2079,2079,2079,1,"2023-06-19","2023-06-27",8,"2023-06-12"
2080,2080,2080,1,"2023-12-01","2023-12-10",9,"2023-11-30"
2081,2081,2081,3,"2024-01-08","2024-01-12",4,"2023-12-22"
2082,2082,2082,1,"2023-05-06","2023-05-12",6,"2023-04-12"
2083,2083,2083,2,"2023-10-21","2023-10-22",1,"2023-10-20"
2084,2084,2084,2,"2023-09-07","2023-09-21",14,"2023-08-21"
2085,2085,2085,3,"2023-10-05","2023-10-19",14,"2023-09-21"
2086,2086,2086,1,"2023-02-16","2023-02-27",11,"2023-01-21"
2087,2087,2087,1,"2023-05-21","2023-05-22",1,"2023-04-21"
2088,2088,2088,1,"2023-12-04","2023-12-09",5,"2023-11-24"
2089,2089,2089,3,"2024-01-06","2024-01-16",10,"2023-12-07"
2090,2090,2090,2,"2023-05-19","2023-05-21",2,"2023-05-19"
2091,2091,2091,2,"2024-02-07","2024-02-10",3,"2024-01-21"
2092,2092,2092,3,"2023-12-13","2023-12-25",12,"2023-11-29"
2093,2093,2093,3,"2023-08-05","2023-08-10",5,"2023-07-28"
2094,2094,2094,3,"2023-05-09","2023-05-22",13,"2023-04-10"
2095,2095,2095,3,"2023-05-07","2023-05-16",9,"2023-04-28"
2096,2096,2096,1,"2024-01-23","2024-01-29",6,"2024-01-18"
2097,2097,2097,1,"2024-02-10","2024-02-23",13,"2024-01-12"
2098,2098,2098,3,"2023-06-04","2023-06-18",14,"2023-06-04"
2099,2099,2099,1,"2023-03-17","2023-03-31",14,"2023-03-14"
2100,2100,2100,2,"2023-03-04","2023-03-06",2,"2023-02-12"
2101,2101,2101,1,"2023-03-30","2023-04-08",9,"2023-03-22"
2102,2102,2102,2,"2023-12-17","2023-12-22",5,"2023-11-30"
2103,2103,2103,3,"2023-05-26","2023-06-05",10,"2023-05-14"
2104,2104,2104,3,"2024-01-23","2024-01-24",1,"2024-01-01"
2105,2105,2105,2,"2023-12-22","2023-12-27",5,"2023-11-22"
2106,2106,2106,3,"2024-01-24","2024-02-07",14,"2023-12-31"
2107,2107,2107,3,"2023-07-24","2023-07-27",3,"2023-07-19"
2108,2108,2108,1,"2023-07-08","2023-07-12",4,"2023-07-06"
2109,2109,2109,2,"2023-12-15","2023-12-19",4,"2023-11-18"
2110,2110,2110,1,"2023-07-03","2023-07-11",8,"2023-06-15"
2111,2111,2111,3,"2024-01-24","2024-01-30",6,"2024-01-04"
2112,2112,2112,2,"2023-03-28","2023-04-05",8,"2023-03-03"
2113,2113,2113,2,"2024-01-22","2024-01-27",5,"2023-12-25"
2114,2114,2114,3,"2023-07-31","2023-08-05",5,"2023-07-26"
2115,2115,2115,3,"2023-04-10","2023-04-18",8,"2023-03-17"
2116,2116,2116,3,"2023-10-04","2023-10-07",3,"2023-09-12"
2117,2117,2117,3,"2023-10-21","2023-11-03",13,"2023-10-12"
2118,2118,2118,3,"2023-12-27","2024-01-10",14,"2023-12-13"
2119,2119,2119,3,"2023-04-29","2023-05-06",7,"2023-04-11"
2120,2120,2120,1,"2023-12-29","2024-01-06",8,"2023-11-29"
2121,2121,2121,1,"2023-02-23","2023-02-25",2,"2023-01-25"
2122,2122,2122,2,"2023-03-16","2023-03-20",4,"2023-02-14"
2123,2123,2123,3,"2023-08-06","2023-08-11",5,"2023-07-11"
2124,2124,2124,1,"2023-03-03","2023-03-10",7,"2023-02-21"
2125,2125,2125,3,"2023-10-12","2023-10-13",1,"2023-10-03"
2126,2126,2126,2,"2023-11-29","2023-12-09",10,"2023-11-25"
2127,2127,2127,1,"2023-10-22","2023-10-27",5,"2023-10-01"
2128,2128,2128,3,"2023-05-10","2023-05-21",11,"2023-04-26"
2129,2129,2129,2,"2023-07-04","2023-07-07",3,"2023-06-05"
2130,2130,2130,3,"2023-10-16","2023-10-26",10,"2023-10-13"
2131,2131,2131,3,"2023-09-01","2023-09-07",6,"2023-08-10"
2132,2132,2132,2,"2023-03-15","2023-03-21",6,"2023-02-16"
2133,2133,2133,3,"2023-06-25","2023-07-01",6,"2023-06-24"
2134,2134,2134,2,"2024-01-19","2024-01-24",5,"2024-01-17"
2135,2135,2135,1,"2024-02-04","2024-02-18",14,"2024-01-05"
2136,2136,2136,2,"2023-12-08","2023-12-21",13,"2023-11-14"
2137,2137,2137,2,"2023-08-03","2023-08-05",2,"2023-07-17"
2138,2138,2138,1,"2023-12-16","2023-12-24",8,"2023-11-28"
2139,2139,2139,2,"2023-11-12","2023-11-18",6,"2023-10-13"
2140,2140,2140,2,"2023-09-25","2023-10-02",7,"2023-09-15"
2141,2141,2141,1,"2023-09-22","2023-09-25",3,"2023-09-15"
2142,2142,2142,2,"2024-02-06","2024-02-15",9,"2024-01-09"
2143,2143,2143,2,"2023-07-30","2023-08-10",11,"2023-07-23"
2144,2144,2144,3,"2023-10-26","2023-10-28",2,"2023-10-25"
2145,2145,2145,2,"2023-11-07","2023-11-09",2,"2023-10-24"
2146,2146,2146,1,"2023-03-03","2023-03-08",5,"2023-02-26"
2147,2147,2147,2,"2023-08-25","2023-08-31",6,"2023-08-24"
2148,2148,2148,3,"2023-10-03","2023-10-06",3,"2023-09-06"
2149,2149,2149,1,"2023-03-21","2023-03-27",6,"2023-03-19"
2150,2150,2150,1,"2023-10-16","2023-10-17",1,"2023-09-30"
2151,2151,2151,3,"2023-04-15","2023-04-24",9,"2023-03-17"
2152,2152,2152,1,"2023-12-06","2023-12-14",8,"2023-11-27"
2153,2153,2153,2,"2023-11-10","2023-11-20",10,"2023-10-11"
2154,2154,2154,1,"2023-08-07","2023-08-13",6,"2023-07-23"
2155,2155,2155,1,"2023-09-08","2023-09-16",8,"2023-08-22"
2156,2156,2156,3,"2023-03-04","2023-03-15",11,"2023-02-05"
2157,2157,2157,1,"2023-05-04","2023-05-08",4,"2023-05-04"
2158,2158,2158,3,"2023-11-21","2023-12-04",13,"2023-10-27"
2159,2159,2159,3,"2023-07-16","2023-07-20",4,"2023-07-01"
2160,2160,2160,3,"2024-02-02","2024-02-13",11,"2024-01-29"
2161,2161,2161,3,"2023-04-23","2023-04-30",7,"2023-04-17"
2162,2162,2162,2,"2023-07-08","2023-07-14",6,"2023-06-08"
2163,2163,2163,3,"2023-04-22","2023-05-05",13,"2023-04-17"
2164,2164,2164,3,"2023-11-21","2023-11-24",3,"2023-11-15"
2165,2165,2165,1,"2023-11-18","2023-11-27",9,"2023-10-27"
2166,2166,2166,2,"2023-09-12","2023-09-25",13,"2023-09-12"
2167,2167,2167,2,"2023-09-11","2023-09-18",7,"2023-09-06"
2168,2168,2168,1,"2023-11-06","2023-11-20",14,"2023-10-31"
2169,2169,2169,1,"2024-01-09","2024-01-14",5,"2024-01-06"
2170,2170,2170,3,"2023-10-05","2023-10-11",6,"2023-09-21"
2171,2171,2171,1,"2023-04-17","2023-04-18",1,"2023-03-23"
2172,2172,2172,3,"2023-11-15","2023-11-26",11,"2023-11-13"
2173,2173,2173,1,"2023-05-14","2023-05-24",10,"2023-05-11"
2174,2174,2174,3,"2023-09-21","2023-09-30",9,"2023-08-31"
2175,2175,2175,3,"2023-11-25","2023-12-08",13,"2023-11-06"
2176,2176,2176,1,"2023-11-04","2023-11-15",11,"2023-10-26"
2177,2177,2177,1,"2023-04-26","2023-05-10",14,"2023-04-05"
2178,2178,2178,2,"2023-07-09","2023-07-22",13,"2023-06-30"
2179,2179,2179,2,"2024-01-28","2024-02-04",7,"2024-01-27"
2180,2180,2180,2,"2023-11-02","2023-11-07",5,"2023-10-26"
2181,2181,2181,2,"2023-06-21","2023-07-01",10,"2023-05-29"
2182,2182,2182,3,"2023-02-27","2023-03-13",14,"2023-02-04"
2183,2183,2183,2,"2023-05-10","2023-05-17",7,"2023-04-10"
2184,2184,2184,1,"2023-05-16","2023-05-17",1,"2023-05-16"
2185,2185,2185,3,"2023-07-24","2023-08-01",8,"2023-06-24"
2186,2186,2186,2,"2023-06-04","2023-06-18",14,"2023-05-12"
2187,2187,2187,2,"2024-02-01","2024-02-02",1,"2024-01-24"
2188,2188,2188,1,"2023-11-24","2023-11-26",2,"2023-11-03"
2189,2189,2189,3,"2023-03-07","2023-03-09",2,"2023-02-05"
2190,2190,2190,2,"2023-10-01","2023-10-05",4,"2023-09-24"
2191,2191,2191,3,"2024-01-27","2024-01-31",4,"2023-12-28"
2192,2192,2192,2,"2023-04-21","2023-04-25",4,"2023-04-08"
2193,2193,2193,3,"2023-07-19","2023-08-02",14,"2023-06-25"
2194,2194,2194,2,"2023-07-05","2023-07-17",12,"2023-07-03"
2195,2195,2195,1,"2023-12-17","2023-12-24",7,"2023-12-02"
2196,2196,2196,2,"2023-10-30","2023-11-10",11,"2023-10-29"
2197,2197,2197,1,"2023-09-24","2023-10-04",10,"2023-09-11"
2198,2198,2198,1,"2023-08-21","2023-08-24",3,"2023-07-24"
2199,2199,2199,3,"2023-06-28","2023-06-29",1,"2023-06-17"
2200,2200,2200,2,"2023-10-18","2023-10-24",6,"2023-10-16"
2201,2201,2201,2,"2023-08-25","2023-09-02",8,"2023-08-08"
2202,2202,2202,1,"2024-01-03","2024-01-13",10,"2023-12-24"
2203,2203,2203,2,"2023-06-17","2023-06-23",6,"2023-06-07"
2204,2204,2204,3,"2023-03-10","2023-03-21",11,"2023-02-13"
2205,2205,2205,1,"2023-12-17","2023-12-30",13,"2023-11-22"
2206,2206,2206,2,"2023-04-03","2023-04-05",2,"2023-03-13"
2207,2207,2207,1,"2023-11-04","2023-11-10",6,"2023-10-14"
2208,2208,2208,1,"2023-09-20","2023-10-03",13,"2023-09-18"
2209,2209,2209,3,"2023-04-08","2023-04-12",4,"2023-03-29"
2210,2210,2210,3,"2023-04-23","2023-05-04",11,"2023-03-26"
2211,2211,2211,2,"2023-09-21","2023-09-28",7,"2023-09-19"
2212,2212,2212,1,"2023-09-12","2023-09-16",4,"2023-09-03"
2213,2213,2213,2,"2023-04-01","2023-04-15",14,"2023-03-31"
2214,2214,2214,3,"2023-10-09","2023-10-12",3,"2023-10-02"
2215,2215,2215,2,"2023-11-30","2023-12-04",4,"2023-11-13"
2216,2216,2216,2,"2023-02-19","2023-03-02",11,"2023-02-07"
2217,2217,2217,2,"2023-07-21","2023-07-27",6,"2023-07-16"
2218,2218,2218,3,"2023-10-25","2023-10-27",2,"2023-10-15"
2219,2219,2219,2,"2023-04-01","2023-04-11",10,"2023-03-11"
2220,2220,2220,1,"2023-07-24","2023-08-07",14,"2023-07-20"
2221,2221,2221,1,"2023-08-29","2023-09-10",12,"2023-08-29"
2222,2222,2222,2,"2023-07-31","2023-08-03",3,"2023-07-29"
2223,2223,2223,2,"2023-04-21","2023-05-02",11,"2023-03-29"
2224,2224,2224,1,"2023-12-14","2023-12-20",6,"2023-12-07"
2225,2225,2225,1,"2023-12-01","2023-12-08",7,"2023-11-14"
2226,2226,2226,3,"2023-12-16","2023-12-18",2,"2023-12-03"
2227,2227,2227,2,"2023-05-14","2023-05-18",4,"2023-05-03"
2228,2228,2228,2,"2023-04-06","2023-04-16",10,"2023-04-03"
2229,2229,2229,1,"2023-02-25","2023-03-10",13,"2023-02-17"
2230,2230,2230,2,"2023-10-05","2023-10-06",1,"2023-09-15"
2231,2231,2231,1,"2024-01-23","2024-01-26",3,"2024-01-18"
2232,2232,2232,1,"2023-07-11","2023-07-22",11,"2023-07-03"
2233,2233,2233,2,"2023-03-08","2023-03-10",2,"2023-02-28"
2234,2234,2234,3,"2023-05-11","2023-05-25",14,"2023-05-09"
2235,2235,2235,2,"2023-06-13","2023-06-14",1,"2023-05-29"
2236,2236,2236,2,"2023-08-21","2023-08-28",7,"2023-08-19"
2237,2237,2237,1,"2023-12-24","2024-01-06",13,"2023-12-09"
2238,2238,2238,3,"2023-03-29","2023-04-01",3,"2023-03-03"
2239,2239,2239,3,"2023-06-04","2023-06-12",8,"2023-06-01"
2240,2240,2240,3,"2024-01-28","2024-02-02",5,"2024-01-23"
2241,2241,2241,3,"2023-12-11","2023-12-23",12,"2023-11-23"
2242,2242,2242,1,"2023-07-06","2023-07-15",9,"2023-06-25"
2243,2243,2243,3,"2023-10-29","2023-11-09",11,"2023-10-16"
2244,2244,2244,2,"2023-12-16","2023-12-25",9,"2023-11-30"
2245,2245,2245,2,"2023-09-30","2023-10-03",3,"2023-09-10"
2246,2246,2246,3,"2023-10-24","2023-11-03",10,"2023-09-25"
2247,2247,2247,3,"2023-09-03","2023-09-11",8,"2023-08-12"
2248,2248,2248,2,"2023-06-03","2023-06-08",5,"2023-05-17"
2249,2249,2249,3,"2023-09-03","2023-09-09",6,"2023-08-30"
2250,2250,2250,3,"2023-03-27","2023-04-05",9,"2023-03-08"
2251,2251,2251,3,"2023-11-28","2023-12-04",6,"2023-11-25"
2252,2252,2252,1,"2023-12-23","2024-01-04",12,"2023-12-17"
2253,2253,2253,3,"2023-09-15","2023-09-18",3,"2023-09-06"
2254,2254,2254,1,"2023-03-25","2023-04-06",12,"2023-03-15"
