"host_id","guest_id","listing_id","rating_id","review_date","total_rating","communication_rating","cleanliness_rating","location_rating","checkin_rating"
1420,1420,1420,2,"2021-12-28",3,4,2,1,2
1421,1421,1421,3,"2022-06-02",2,5,3,1,3
1422,1422,1422,2,"2024-01-31",2,5,1,5,1
1423,1423,1423,4,"2022-12-28",5,5,3,5,3
1424,1424,1424,3,"2023-08-07",3,4,5,4,5
1425,1425,1425,1,"2020-10-25",4,3,2,2,4
1426,1426,1426,1,"2022-04-10",2,4,4,4,1
1427,1427,1427,4,"2022-10-01",1,2,2,2,4
1428,1428,1428,1,"2021-10-29",1,1,4,5,3
1429,1429,1429,1,"2021-06-28",3,2,4,3,4
1430,1430,1430,5,"2019-04-25",2,3,5,4,1
1431,1431,1431,5,"2021-10-14",2,5,4,3,5
1432,1432,1432,5,"2021-12-26",2,2,2,3,4
1433,1433,1433,4,"2022-08-12",2,3,2,3,5
1434,1434,1434,1,"2021-01-05",2,3,3,3,1
1435,1435,1435,1,"2023-10-13",2,1,4,5,1
1436,1436,1436,2,"2021-04-01",5,5,4,1,3
1437,1437,1437,4,"2022-11-10",1,2,5,2,4
1438,1438,1438,4,"2022-11-02",1,5,4,5,5
1439,1439,1439,1,"2019-04-04",5,5,4,1,2
1440,1440,1440,4,"2021-01-11",4,2,2,2,1
1441,1441,1441,4,"2021-08-10",3,4,2,2,1
1442,1442,1442,5,"2021-02-24",3,4,2,2,1
1443,1443,1443,1,"2021-12-04",5,5,3,1,2
1444,1444,1444,1,"2022-12-17",2,5,3,5,4
1445,1445,1445,4,"2021-04-15",5,1,4,3,2
1446,1446,1446,2,"2021-09-09",1,4,4,5,5
1447,1447,1447,1,"2020-12-30",2,1,2,1,1
1448,1448,1448,5,"2022-04-16",2,2,4,4,3
1449,1449,1449,4,"2019-06-14",4,4,1,5,4
1450,1450,1450,3,"2021-05-28",1,1,3,5,2
1451,1451,1451,4,"2019-08-11",2,1,2,2,1
1452,1452,1452,3,"2021-06-21",5,4,4,5,3
1453,1453,1453,4,"2021-03-20",5,4,3,5,3
1454,1454,1454,4,"2021-09-22",4,1,5,5,5
1455,1455,1455,4,"2022-07-26",4,4,5,1,2
1456,1456,1456,3,"2020-03-30",1,2,4,5,3
1457,1457,1457,1,"2020-03-10",2,1,3,2,3
1458,1458,1458,3,"2020-05-05",1,4,1,1,4
1459,1459,1459,3,"2022-04-05",4,5,3,2,5
1460,1460,1460,4,"2023-11-28",3,2,4,3,5
1461,1461,1461,3,"2020-05-30",4,3,4,4,3
1462,1462,1462,4,"2022-04-15",4,2,3,4,5
1463,1463,1463,1,"2022-08-02",1,4,1,5,4
1464,1464,1464,3,"2019-04-10",2,3,1,4,4
1465,1465,1465,3,"2020-05-03",3,2,5,3,3
1466,1466,1466,2,"2023-05-26",4,3,1,3,1
1467,1467,1467,3,"2019-04-22",1,1,5,2,4
1468,1468,1468,3,"2020-03-29",2,2,3,1,2
1469,1469,1469,4,"2019-08-10",3,2,5,2,3
1470,1470,1470,3,"2021-08-02",1,5,5,3,2
1471,1471,1471,3,"2019-03-29",2,4,5,4,1
1472,1472,1472,3,"2020-08-04",1,3,3,3,1
1473,1473,1473,4,"2021-05-21",2,3,5,5,5
1474,1474,1474,2,"2021-01-28",4,2,2,4,5
1475,1475,1475,2,"2019-10-08",5,2,3,2,5
1476,1476,1476,5,"2022-07-08",1,4,5,2,4
1477,1477,1477,1,"2019-06-22",1,3,5,1,1
1478,1478,1478,5,"2021-07-02",5,5,4,2,5
1479,1479,1479,5,"2019-05-24",1,4,1,2,2
1480,1480,1480,4,"2022-01-08",1,3,5,2,5
1481,1481,1481,2,"2019-09-21",1,4,5,4,4
1482,1482,1482,4,"2021-10-30",4,1,1,3,2
1483,1483,1483,1,"2019-12-16",5,5,2,3,2
1484,1484,1484,1,"2020-12-11",4,1,5,3,1
1485,1485,1485,3,"2021-10-10",3,4,4,5,5
1486,1486,1486,3,"2024-02-03",3,5,2,1,3
1487,1487,1487,4,"2022-02-21",2,4,1,4,3
1488,1488,1488,3,"2022-09-28",3,2,2,3,4
1489,1489,1489,4,"2021-10-12",3,3,1,1,2
1490,1490,1490,1,"2022-05-05",2,4,1,5,3
1491,1491,1491,3,"2023-11-27",5,4,4,4,2
1492,1492,1492,1,"2023-12-01",2,4,5,5,4
1493,1493,1493,5,"2021-01-06",1,4,3,1,3
1494,1494,1494,4,"2023-08-21",2,5,3,3,2
1495,1495,1495,5,"2023-10-26",5,3,5,4,4
1496,1496,1496,4,"2024-01-31",4,4,4,4,1
1497,1497,1497,2,"2019-10-31",3,1,2,4,2
1498,1498,1498,2,"2023-06-17",2,4,5,3,5
1499,1499,1499,5,"2020-04-07",1,5,2,4,5
1500,1500,1500,5,"2020-07-04",3,3,2,1,2
1501,1501,1501,2,"2023-03-27",5,5,4,1,1
1502,1502,1502,4,"2020-12-25",3,2,2,1,2
1503,1503,1503,3,"2020-01-26",2,1,2,2,3
1504,1504,1504,2,"2021-07-16",4,1,3,1,4
1505,1505,1505,1,"2022-11-28",5,3,1,3,3
1506,1506,1506,4,"2019-10-28",1,3,2,4,4
1507,1507,1507,4,"2020-08-24",3,1,3,1,3
1508,1508,1508,4,"2023-06-07",4,5,1,1,5
1509,1509,1509,3,"2022-03-16",1,3,3,2,3
1510,1510,1510,2,"2023-04-27",2,4,4,3,2
1511,1511,1511,3,"2019-08-30",5,4,5,3,3
1512,1512,1512,4,"2020-07-16",2,5,3,3,3
1513,1513,1513,3,"2023-05-23",2,1,1,1,1
1514,1514,1514,1,"2020-03-10",1,2,2,5,3
1515,1515,1515,5,"2023-10-31",4,3,1,3,2
1516,1516,1516,4,"2020-01-28",4,2,5,3,3
1517,1517,1517,2,"2022-09-27",3,5,1,5,2
1518,1518,1518,1,"2019-11-29",1,5,4,4,5
1519,1519,1519,1,"2022-05-29",1,4,3,2,5
1520,1520,1520,2,"2022-12-25",2,3,2,3,5
1521,1521,1521,1,"2022-12-19",1,5,2,1,5
1522,1522,1522,3,"2022-03-09",1,5,2,2,1
1523,1523,1523,2,"2019-10-04",1,5,3,2,4
1524,1524,1524,5,"2021-10-06",4,1,2,4,1
1525,1525,1525,2,"2023-11-04",5,5,4,4,1
1526,1526,1526,3,"2023-07-25",1,1,1,3,1
1527,1527,1527,2,"2019-07-09",1,5,5,5,4
1528,1528,1528,5,"2021-06-29",3,4,3,5,1
1529,1529,1529,4,"2023-07-14",1,1,5,4,1
1530,1530,1530,5,"2021-02-26",3,4,3,5,2
1531,1531,1531,2,"2019-12-02",4,4,5,5,4
1532,1532,1532,4,"2022-01-21",1,3,1,3,4
1533,1533,1533,2,"2022-10-06",4,2,1,4,2
1534,1534,1534,4,"2023-01-02",4,1,5,5,2
1535,1535,1535,5,"2023-01-20",1,2,3,4,5
1536,1536,1536,2,"2019-10-05",1,2,4,4,1
1537,1537,1537,4,"2023-09-02",2,5,2,1,2
1538,1538,1538,3,"2020-05-29",4,3,1,4,1
1539,1539,1539,1,"2020-11-25",1,4,1,3,4
1540,1540,1540,3,"2020-06-10",2,1,5,2,3
1541,1541,1541,1,"2023-08-31",3,3,5,1,5
1542,1542,1542,2,"2021-04-15",3,4,3,2,4
1543,1543,1543,3,"2021-02-20",3,4,2,5,2
1544,1544,1544,5,"2019-05-07",4,2,5,2,3
1545,1545,1545,3,"2022-09-01",3,1,3,4,2
1546,1546,1546,4,"2021-03-28",1,1,2,4,4
1547,1547,1547,2,"2021-04-17",5,4,4,3,3
1548,1548,1548,2,"2019-08-23",3,5,4,5,5
1549,1549,1549,5,"2020-01-30",4,2,3,5,1
1550,1550,1550,5,"2021-11-03",1,4,2,1,3
1551,1551,1551,1,"2023-06-16",4,4,3,3,5
1552,1552,1552,3,"2023-09-19",3,5,4,5,3
1553,1553,1553,5,"2022-12-01",3,3,5,2,5
1554,1554,1554,2,"2023-05-14",3,4,1,4,3
1555,1555,1555,3,"2024-01-24",3,1,4,1,4
1556,1556,1556,3,"2022-03-16",3,4,1,1,1
1557,1557,1557,2,"2023-06-13",3,4,2,4,5
1558,1558,1558,4,"2023-01-27",5,5,5,2,3
1559,1559,1559,3,"2021-09-29",5,2,3,1,4
1560,1560,1560,2,"2021-01-30",2,4,2,4,2
1561,1561,1561,1,"2023-11-21",1,4,5,4,2
1562,1562,1562,3,"2024-02-23",3,1,1,3,1
1563,1563,1563,4,"2022-02-07",5,3,2,3,1
1564,1564,1564,3,"2023-09-16",4,1,1,3,4
1565,1565,1565,3,"2019-10-19",5,3,3,2,5
1566,1566,1566,4,"2021-06-12",5,1,5,2,3
1567,1567,1567,2,"2022-02-01",1,5,1,3,2
1568,1568,1568,4,"2022-09-30",5,1,1,1,5
1569,1569,1569,3,"2019-04-19",5,1,2,2,4
1570,1570,1570,5,"2020-01-07",4,4,3,3,2
1571,1571,1571,3,"2020-09-21",2,4,1,3,2
1572,1572,1572,2,"2023-04-11",1,5,3,5,5
1573,1573,1573,2,"2023-01-02",1,3,4,4,4
1574,1574,1574,3,"2023-09-08",3,5,5,2,3
1575,1575,1575,5,"2019-09-24",3,3,4,2,2
1576,1576,1576,5,"2022-07-18",3,5,5,3,1
1577,1577,1577,4,"2020-05-09",1,5,2,2,1
1578,1578,1578,4,"2022-05-04",2,1,1,3,5
1579,1579,1579,2,"2021-03-31",2,3,4,4,5
1580,1580,1580,3,"2020-11-14",2,2,4,5,1
1581,1581,1581,4,"2023-10-25",2,4,2,5,3
1582,1582,1582,5,"2021-10-07",5,1,3,3,4
1583,1583,1583,4,"2021-07-15",5,4,1,4,5
1584,1584,1584,1,"2020-03-21",4,4,1,1,1
1585,1585,1585,3,"2022-07-08",5,3,2,2,3
1586,1586,1586,4,"2021-05-15",2,2,5,1,2
1587,1587,1587,2,"2020-03-19",5,3,4,2,1
1588,1588,1588,4,"2019-07-05",1,4,3,2,1
1589,1589,1589,1,"2022-01-28",5,5,3,2,1
1590,1590,1590,3,"2022-07-12",4,1,4,5,4
1591,1591,1591,2,"2023-03-01",5,1,1,3,2
1592,1592,1592,5,"2022-06-17",3,3,2,4,5
1593,1593,1593,3,"2020-01-25",5,2,2,1,1
1594,1594,1594,5,"2023-01-11",5,5,2,2,5
1595,1595,1595,1,"2020-03-30",5,3,2,3,5
1596,1596,1596,4,"2022-10-23",4,3,2,4,4
1597,1597,1597,5,"2019-11-30",3,1,1,3,4
1598,1598,1598,2,"2023-08-06",5,2,2,5,5
1599,1599,1599,3,"2023-06-08",3,2,4,3,5
1600,1600,1600,5,"2021-06-11",3,1,3,2,2
1601,1601,1601,2,"2022-03-09",5,1,1,2,3
1602,1602,1602,5,"2022-12-02",4,2,4,4,2
1603,1603,1603,4,"2019-11-17",1,2,5,1,5
1604,1604,1604,3,"2019-03-23",2,5,2,2,1
1605,1605,1605,4,"2020-08-11",2,3,3,4,1
1606,1606,1606,5,"2020-05-10",1,4,4,4,2
1607,1607,1607,5,"2024-01-13",5,2,2,3,1
1608,1608,1608,1,"2022-05-22",1,3,1,1,4
1609,1609,1609,5,"2021-10-01",4,1,3,2,1
1610,1610,1610,5,"2020-09-03",5,3,5,4,5
1611,1611,1611,1,"2020-12-26",1,2,1,2,3
1612,1612,1612,2,"2022-06-12",1,1,5,4,2
1613,1613,1613,5,"2023-04-28",4,5,5,5,4
1614,1614,1614,5,"2019-05-21",4,4,3,3,1
1615,1615,1615,2,"2021-02-13",2,4,5,5,3
1616,1616,1616,2,"2020-10-16",2,4,2,2,2
1617,1617,1617,3,"2020-09-16",1,2,3,4,3
1618,1618,1618,2,"2021-08-14",5,2,4,2,1
1619,1619,1619,2,"2020-08-28",1,4,2,2,1
1620,1620,1620,1,"2021-10-05",4,4,5,1,4
1621,1621,1621,2,"2023-10-27",5,1,5,5,1
1622,1622,1622,5,"2019-07-28",4,2,4,2,5
1623,1623,1623,1,"2020-06-22",2,5,5,2,3
1624,1624,1624,4,"2019-11-25",1,2,4,2,2
1625,1625,1625,5,"2020-04-28",2,2,3,3,4
1626,1626,1626,1,"2023-04-25",3,5,5,2,4
1627,1627,1627,4,"2024-01-28",5,5,2,3,3
1628,1628,1628,5,"2020-10-23",4,3,5,1,1
1629,1629,1629,2,"2022-08-30",5,5,3,5,2
1630,1630,1630,4,"2019-06-02",4,5,3,3,3
1631,1631,1631,2,"2019-04-23",2,2,2,5,2
1632,1632,1632,4,"2019-10-31",2,3,4,3,2
1633,1633,1633,5,"2023-10-03",3,5,1,1,3
1634,1634,1634,4,"2019-03-11",3,3,4,4,5
1635,1635,1635,5,"2023-10-22",2,5,1,4,2
1636,1636,1636,2,"2021-10-22",3,4,3,3,4
1637,1637,1637,4,"2021-07-12",4,4,2,3,2
1638,1638,1638,2,"2021-04-17",4,2,4,1,4
1639,1639,1639,1,"2022-03-07",3,2,2,1,3
1640,1640,1640,5,"2023-08-15",5,3,2,3,3
1641,1641,1641,2,"2023-11-27",4,2,4,1,3
1642,1642,1642,1,"2019-12-13",1,5,1,2,3
1643,1643,1643,5,"2019-06-26",5,3,1,1,1
1644,1644,1644,4,"2022-12-10",1,3,2,4,3
1645,1645,1645,4,"2020-06-08",1,2,4,4,3
1646,1646,1646,2,"2020-11-05",3,3,3,1,5
1647,1647,1647,4,"2022-04-03",1,4,5,4,5
1648,1648,1648,2,"2020-06-16",1,2,1,4,4
1649,1649,1649,1,"2022-10-10",2,1,5,4,5
1650,1650,1650,3,"2022-03-27",4,2,3,5,3
1651,1651,1651,4,"2021-07-29",2,3,2,1,4
1652,1652,1652,2,"2022-11-12",4,4,3,4,4
1653,1653,1653,3,"2021-08-18",5,4,4,2,1
1654,1654,1654,5,"2020-03-20",3,1,5,2,3
1655,1655,1655,1,"2022-04-04",5,2,2,3,5
1656,1656,1656,5,"2020-09-27",1,1,4,5,2
1657,1657,1657,5,"2024-01-15",1,2,1,3,1
1658,1658,1658,1,"2019-05-07",3,5,1,4,1
1659,1659,1659,4,"2021-06-01",3,2,2,2,2
1660,1660,1660,5,"2019-08-31",1,5,4,4,3
1661,1661,1661,1,"2023-11-15",3,4,4,2,1
1662,1662,1662,2,"2022-12-20",2,4,4,3,2
1663,1663,1663,1,"2020-04-06",4,5,2,3,1
1664,1664,1664,4,"2023-04-19",1,1,4,1,2
1665,1665,1665,5,"2021-11-03",5,1,1,4,1
1666,1666,1666,2,"2023-06-26",3,5,4,4,1
1667,1667,1667,4,"2023-05-14",5,3,4,4,4
1668,1668,1668,2,"2020-05-08",5,3,5,3,2
1669,1669,1669,1,"2020-11-04",1,5,1,1,2
1670,1670,1670,4,"2023-01-27",3,2,5,5,2
1671,1671,1671,4,"2023-01-12",2,2,1,5,5
1672,1672,1672,1,"2023-08-12",2,3,5,4,1
1673,1673,1673,3,"2019-10-18",1,5,5,1,1
1674,1674,1674,3,"2023-06-29",4,2,5,5,2
1675,1675,1675,1,"2021-12-09",4,4,4,3,4
1676,1676,1676,4,"2021-07-06",2,1,4,2,1
1677,1677,1677,2,"2020-02-10",2,3,5,2,4
1678,1678,1678,3,"2023-05-11",3,3,2,3,3
1679,1679,1679,2,"2023-04-20",3,5,3,5,2
1680,1680,1680,3,"2024-02-06",3,5,2,5,1
1681,1681,1681,3,"2019-05-03",3,5,1,1,5
1682,1682,1682,4,"2022-06-21",3,2,2,2,1
1683,1683,1683,3,"2019-06-27",1,1,4,3,1
1684,1684,1684,2,"2021-02-19",1,3,2,1,4
1685,1685,1685,3,"2021-01-03",5,5,3,1,3
1686,1686,1686,2,"2024-01-15",2,5,5,2,5
1687,1687,1687,1,"2021-04-03",1,3,5,3,5
1688,1688,1688,1,"2022-02-01",5,3,5,5,3
1689,1689,1689,5,"2019-06-23",3,3,5,3,1
1690,1690,1690,1,"2021-08-20",3,3,4,4,4
1691,1691,1691,5,"2021-07-21",3,1,5,3,3
1692,1692,1692,4,"2022-12-17",5,3,1,3,1
1693,1693,1693,1,"2023-08-22",4,5,2,2,4
1694,1694,1694,5,"2020-09-02",2,2,5,5,4
1695,1695,1695,1,"2022-10-21",4,1,5,2,3
1696,1696,1696,1,"2021-09-26",1,1,4,2,4
1697,1697,1697,3,"2020-12-09",2,4,5,1,1
1698,1698,1698,3,"2019-03-29",4,4,4,2,5
1699,1699,1699,2,"2020-07-08",5,1,2,4,5
1700,1700,1700,2,"2022-01-06",5,3,5,3,3
1701,1701,1701,1,"2021-09-05",1,4,2,5,1
1702,1702,1702,3,"2021-09-15",5,2,5,5,4
1703,1703,1703,3,"2023-01-19",5,3,4,2,4
1704,1704,1704,1,"2020-06-02",3,4,3,2,4
1705,1705,1705,5,"2022-09-05",1,2,4,4,4
1706,1706,1706,3,"2023-03-23",4,4,5,5,4
1707,1707,1707,4,"2020-04-01",1,5,2,5,5
1708,1708,1708,5,"2023-06-28",2,4,4,5,3
1709,1709,1709,4,"2021-08-12",1,5,3,3,4
1710,1710,1710,4,"2020-05-09",2,5,5,3,5
1711,1711,1711,3,"2021-08-01",5,2,3,4,3
1712,1712,1712,2,"2020-05-02",2,2,3,2,4
1713,1713,1713,4,"2023-04-23",5,3,2,5,1
1714,1714,1714,2,"2021-08-15",5,5,4,3,1
1715,1715,1715,5,"2022-07-17",1,3,5,4,3
1716,1716,1716,3,"2023-12-27",1,3,5,5,2
1717,1717,1717,1,"2022-03-05",3,4,4,3,2
1718,1718,1718,3,"2023-06-11",2,4,5,2,4
1719,1719,1719,5,"2022-02-01",2,4,1,2,1
1720,1720,1720,5,"2022-09-11",4,2,1,1,3
1721,1721,1721,3,"2019-08-19",3,4,4,3,1
1722,1722,1722,1,"2024-02-15",3,4,4,3,2
1723,1723,1723,3,"2021-07-04",3,4,2,1,4
1724,1724,1724,3,"2019-10-01",3,2,3,2,4
1725,1725,1725,3,"2021-11-26",4,2,2,3,5
1726,1726,1726,2,"2022-09-07",4,3,5,3,1
1727,1727,1727,3,"2022-08-07",5,5,5,2,5
1728,1728,1728,3,"2024-02-10",3,1,3,2,4
1729,1729,1729,1,"2019-07-27",1,3,4,1,5
1730,1730,1730,5,"2023-01-08",4,4,3,5,5
1731,1731,1731,3,"2022-09-26",2,4,3,4,2
1732,1732,1732,5,"2023-11-09",1,3,4,3,5
1733,1733,1733,5,"2020-09-07",4,5,3,5,1
1734,1734,1734,1,"2021-03-07",3,5,1,1,4
1735,1735,1735,4,"2023-02-11",5,3,2,1,5
1736,1736,1736,4,"2023-05-27",1,4,1,4,5
1737,1737,1737,4,"2023-01-26",5,4,1,5,5
1738,1738,1738,5,"2022-04-14",1,5,2,5,5
1739,1739,1739,4,"2020-06-21",1,4,3,4,4
1740,1740,1740,5,"2021-04-08",5,4,2,5,3
1741,1741,1741,5,"2021-04-21",2,3,2,3,5
1742,1742,1742,4,"2021-12-21",1,2,1,1,2
1743,1743,1743,2,"2019-06-22",5,1,2,3,3
1744,1744,1744,5,"2021-03-20",3,1,2,3,1
1745,1745,1745,2,"2022-07-30",5,4,1,4,2
1746,1746,1746,3,"2023-06-18",4,1,1,1,1
1747,1747,1747,2,"2021-09-25",5,2,4,3,5
1748,1748,1748,1,"2020-12-06",3,1,4,2,4
1749,1749,1749,2,"2019-03-18",4,2,4,4,3
1750,1750,1750,2,"2022-02-19",1,1,1,4,5
1751,1751,1751,3,"2023-11-09",1,5,5,4,5
1752,1752,1752,2,"2019-12-16",2,1,5,1,1
1753,1753,1753,2,"2022-06-09",2,2,3,4,4
1754,1754,1754,3,"2019-04-23",2,3,2,4,1
1755,1755,1755,3,"2022-09-13",3,4,5,2,1
1756,1756,1756,5,"2020-01-14",3,1,2,5,4
1757,1757,1757,2,"2022-09-25",4,2,5,2,4
1758,1758,1758,3,"2020-02-03",5,1,1,1,4
1759,1759,1759,2,"2021-06-10",5,1,1,4,3
1760,1760,1760,4,"2020-05-20",2,3,1,1,3
1761,1761,1761,4,"2020-04-08",5,2,5,1,5
1762,1762,1762,3,"2022-05-03",5,2,3,3,5
1763,1763,1763,1,"2022-09-02",1,2,3,2,2
1764,1764,1764,1,"2024-02-05",3,2,5,4,4
1765,1765,1765,5,"2022-02-21",1,5,4,1,2
1766,1766,1766,2,"2020-04-03",5,4,2,4,3
1767,1767,1767,3,"2023-02-09",1,1,3,4,5
1768,1768,1768,3,"2020-01-08",5,2,1,4,4
1769,1769,1769,5,"2022-12-02",3,3,5,2,2
1770,1770,1770,4,"2021-09-19",4,1,5,4,2
1771,1771,1771,4,"2022-11-08",5,3,2,5,4
1772,1772,1772,2,"2020-09-27",5,4,5,2,5
1773,1773,1773,4,"2023-05-27",3,4,4,4,5
1774,1774,1774,2,"2023-02-26",3,5,5,3,1
1775,1775,1775,1,"2023-10-22",3,2,1,1,2
1776,1776,1776,2,"2021-04-08",2,1,5,2,2
1777,1777,1777,5,"2021-10-22",4,4,3,2,3
1778,1778,1778,1,"2020-01-03",2,2,3,2,4
1779,1779,1779,3,"2020-12-01",1,2,5,5,3
1780,1780,1780,4,"2020-09-17",2,1,3,5,1
1781,1781,1781,5,"2023-02-23",3,4,2,5,3
1782,1782,1782,1,"2020-09-04",4,4,4,3,3
1783,1783,1783,2,"2022-10-23",2,2,2,2,3
1784,1784,1784,4,"2019-06-06",1,3,5,2,4
1785,1785,1785,2,"2023-01-02",3,5,3,3,1
1786,1786,1786,3,"2021-03-13",5,5,4,1,3
1787,1787,1787,3,"2019-03-21",2,3,4,3,1
1788,1788,1788,2,"2019-08-01",2,4,5,1,1
1789,1789,1789,2,"2021-01-02",5,4,1,2,5
1790,1790,1790,1,"2023-07-19",1,5,5,1,5
1791,1791,1791,1,"2019-07-09",1,1,1,5,1
1792,1792,1792,5,"2023-04-28",1,1,2,3,1
1793,1793,1793,1,"2023-03-08",1,1,3,4,2
1794,1794,1794,4,"2020-11-25",2,5,2,4,4
1795,1795,1795,2,"2020-01-31",4,4,1,5,3
1796,1796,1796,3,"2023-09-09",4,1,5,1,3
1797,1797,1797,2,"2024-01-19",5,2,5,3,1
1798,1798,1798,4,"2020-02-23",1,1,2,1,4
1799,1799,1799,5,"2020-04-12",5,3,3,5,4
1800,1800,1800,2,"2023-02-14",2,3,4,3,3
1801,1801,1801,2,"2021-03-21",3,4,4,3,3
1802,1802,1802,2,"2021-07-11",1,2,4,5,2
1803,1803,1803,1,"2021-03-04",5,4,1,5,3
1804,1804,1804,4,"2021-02-06",2,4,2,1,1
1805,1805,1805,2,"2023-12-02",3,5,3,2,3
1806,1806,1806,5,"2021-10-31",5,4,5,5,3
1807,1807,1807,2,"2020-09-13",3,4,2,3,1
1808,1808,1808,2,"2020-09-14",1,4,4,5,1
1809,1809,1809,5,"2022-10-27",1,4,2,2,1
1810,1810,1810,3,"2019-08-17",3,4,1,1,4
1811,1811,1811,4,"2020-11-13",5,2,2,4,4
1812,1812,1812,4,"2019-09-02",1,5,3,3,1
1813,1813,1813,5,"2022-02-07",2,2,5,5,4
1814,1814,1814,5,"2023-12-17",4,1,1,1,2
1815,1815,1815,2,"2021-01-21",1,1,5,4,1
1816,1816,1816,2,"2023-03-11",4,3,2,2,1
1817,1817,1817,5,"2020-08-12",4,3,3,4,1
1818,1818,1818,2,"2021-08-12",3,1,4,3,2
1819,1819,1819,1,"2022-02-12",5,2,2,3,3
1820,1820,1820,1,"2019-06-08",5,1,1,3,5
1821,1821,1821,3,"2023-10-01",3,4,5,4,5
1822,1822,1822,3,"2022-07-12",5,1,4,1,5
1823,1823,1823,5,"2019-03-31",2,2,2,3,4
1824,1824,1824,5,"2022-04-26",2,1,4,4,4
1825,1825,1825,1,"2019-03-20",5,2,1,5,5
1826,1826,1826,2,"2019-11-21",1,5,5,1,2
1827,1827,1827,4,"2020-12-25",2,2,1,5,4
1828,1828,1828,4,"2019-09-02",3,4,2,4,4
1829,1829,1829,1,"2024-01-22",4,1,1,3,2
1830,1830,1830,1,"2019-08-02",3,5,4,4,3
1831,1831,1831,3,"2021-07-14",5,1,1,5,1
1832,1832,1832,3,"2020-09-13",5,3,2,4,4
1833,1833,1833,5,"2022-08-21",4,5,3,3,4
1834,1834,1834,5,"2019-09-25",1,4,1,5,4
1835,1835,1835,5,"2020-09-01",3,1,5,3,1
1836,1836,1836,3,"2021-07-18",1,4,5,5,4
1837,1837,1837,3,"2021-06-01",1,3,3,2,4
1838,1838,1838,1,"2019-06-09",3,2,2,4,5
1839,1839,1839,5,"2023-05-21",2,5,5,1,3
1840,1840,1840,2,"2019-10-15",2,5,3,3,1
1841,1841,1841,4,"2022-09-03",3,5,2,1,5
1842,1842,1842,1,"2022-11-19",1,3,5,1,2
1843,1843,1843,2,"2022-08-14",4,4,3,4,1
1844,1844,1844,3,"2022-12-10",3,1,2,4,3
1845,1845,1845,1,"2020-12-20",3,1,1,5,4
1846,1846,1846,2,"2021-12-17",5,1,4,2,1
1847,1847,1847,3,"2021-10-14",5,5,5,5,1
1848,1848,1848,2,"2022-02-05",5,4,1,1,5
1849,1849,1849,4,"2019-07-24",5,1,3,4,3
1850,1850,1850,5,"2021-03-15",4,3,2,1,2
1851,1851,1851,4,"2022-08-31",4,3,4,4,5
1852,1852,1852,4,"2020-09-01",5,3,1,4,3
1853,1853,1853,2,"2023-02-26",4,5,5,4,4
1854,1854,1854,4,"2023-07-14",4,1,2,5,5
1855,1855,1855,3,"2023-07-18",3,3,2,1,3
1856,1856,1856,3,"2019-07-25",2,5,1,1,1
1857,1857,1857,1,"2019-03-13",1,1,5,5,5
1858,1858,1858,1,"2023-12-31",2,3,2,3,1
1859,1859,1859,3,"2023-02-21",5,4,3,4,3
1860,1860,1860,5,"2021-11-14",2,4,1,5,1
1861,1861,1861,4,"2019-06-13",3,1,1,2,3
1862,1862,1862,3,"2020-03-24",3,4,5,1,2
1863,1863,1863,4,"2019-08-26",2,4,2,4,5
1864,1864,1864,3,"2023-06-21",4,1,5,1,2
1865,1865,1865,2,"2021-07-28",3,5,4,2,2
1866,1866,1866,3,"2020-09-21",3,3,3,1,2
1867,1867,1867,5,"2022-12-22",1,1,5,5,3
1868,1868,1868,3,"2021-09-08",2,5,2,1,3
1869,1869,1869,3,"2020-10-28",2,1,4,3,1
1870,1870,1870,4,"2023-08-28",5,1,5,5,3
1871,1871,1871,5,"2023-05-30",5,4,1,3,5
1872,1872,1872,5,"2023-08-11",1,5,5,4,3
1873,1873,1873,3,"2020-01-25",4,2,2,3,4
1874,1874,1874,1,"2021-07-10",5,1,1,4,2
1875,1875,1875,1,"2022-08-02",2,5,1,3,1
1876,1876,1876,1,"2021-04-02",5,3,5,1,1
1877,1877,1877,5,"2022-01-27",2,1,4,3,5
1878,1878,1878,3,"2022-05-31",2,1,1,5,2
1879,1879,1879,2,"2019-06-02",2,1,3,2,2
1880,1880,1880,3,"2023-03-13",3,4,2,1,1
1881,1881,1881,4,"2022-07-13",2,5,1,3,3
1882,1882,1882,1,"2022-03-13",3,5,2,3,1
1883,1883,1883,5,"2021-06-15",5,4,2,1,5
1884,1884,1884,3,"2021-08-27",5,4,2,1,4
1885,1885,1885,1,"2021-05-27",5,2,1,5,1
1886,1886,1886,5,"2020-02-29",1,2,3,2,2
1887,1887,1887,3,"2022-03-04",4,3,1,4,4
1888,1888,1888,3,"2023-11-29",5,4,4,3,3
1889,1889,1889,3,"2023-11-23",2,5,4,2,4
1890,1890,1890,1,"2019-10-12",3,4,1,4,1
1891,1891,1891,2,"2021-10-22",3,4,5,4,5
1892,1892,1892,1,"2020-12-20",5,5,4,3,5
1893,1893,1893,1,"2020-08-31",4,3,5,3,5
1894,1894,1894,2,"2019-11-19",3,5,1,3,2
1895,1895,1895,4,"2023-12-03",2,2,2,1,2
1896,1896,1896,4,"2021-12-10",5,1,2,2,3
1897,1897,1897,4,"2023-06-28",3,4,2,3,5
1898,1898,1898,4,"2023-12-04",4,1,4,2,2
1899,1899,1899,1,"2021-02-03",4,2,3,4,1
