"price_id","price","cleaning_fee","security_deposit","extra_person","montly_price","weekly_price"
1832,"80.00","10.00","50.00","50.00","1520.00","250.00"
1833,"90.00","30.00","80.00","30.00","2230.00","110.00"
1834,"60.00","10.00","40.00","30.00","2650.00","120.00"
1835,"70.00","30.00","20.00","30.00","2110.00","260.00"
1836,"50.00","20.00","50.00","50.00","2300.00","210.00"
1837,"10.00","10.00","20.00","30.00","1510.00","100.00"
1838,"70.00","10.00","80.00","40.00","2350.00","300.00"
1839,"30.00","20.00","10.00","30.00","2240.00","260.00"
1840,"10.00","20.00","40.00","30.00","1040.00","170.00"
1841,"70.00","30.00","80.00","40.00","1350.00","220.00"
1842,"10.00","20.00","70.00","50.00","1020.00","120.00"
1843,"60.00","30.00","10.00","20.00","1360.00","170.00"
1844,"10.00","10.00","30.00","50.00","2110.00","200.00"
1845,"20.00","20.00","60.00","40.00","1500.00","280.00"
1846,"60.00","30.00","30.00","30.00","1870.00","120.00"
1847,"90.00","10.00","90.00","30.00","2460.00","150.00"
1848,"30.00","10.00","60.00","10.00","1190.00","220.00"
1849,"30.00","10.00","70.00","30.00","2730.00","210.00"
1850,"70.00","30.00","40.00","10.00","2570.00","290.00"
1851,"10.00","30.00","80.00","50.00","1480.00","120.00"
1852,"70.00","30.00","50.00","20.00","1220.00","150.00"
1853,"80.00","20.00","50.00","30.00","2150.00","300.00"
1854,"30.00","30.00","90.00","40.00","2270.00","140.00"
1855,"20.00","20.00","40.00","20.00","1880.00","180.00"
1856,"70.00","10.00","10.00","30.00","2440.00","160.00"
1857,"40.00","30.00","10.00","20.00","1560.00","230.00"
1858,"90.00","30.00","60.00","50.00","1500.00","120.00"
1859,"70.00","10.00","80.00","40.00","2070.00","250.00"
1860,"70.00","30.00","80.00","40.00","1120.00","110.00"
1861,"50.00","30.00","90.00","20.00","2940.00","100.00"
1862,"50.00","30.00","60.00","20.00","1180.00","240.00"
1863,"40.00","30.00","80.00","20.00","2100.00","190.00"
1864,"40.00","20.00","50.00","20.00","2500.00","190.00"
1865,"70.00","20.00","60.00","10.00","1940.00","170.00"
1866,"70.00","30.00","30.00","30.00","2190.00","280.00"
1867,"40.00","30.00","10.00","50.00","2670.00","180.00"
1868,"70.00","30.00","70.00","40.00","2990.00","180.00"
1869,"40.00","20.00","70.00","40.00","2460.00","240.00"
1870,"40.00","10.00","90.00","10.00","1370.00","230.00"
1871,"80.00","30.00","50.00","30.00","2620.00","100.00"
1872,"20.00","20.00","30.00","40.00","1900.00","220.00"
1873,"20.00","30.00","10.00","40.00","1700.00","190.00"
1874,"90.00","20.00","40.00","30.00","1670.00","150.00"
1875,"20.00","30.00","80.00","20.00","2350.00","200.00"
1876,"50.00","10.00","70.00","50.00","1890.00","200.00"
1877,"90.00","30.00","90.00","30.00","1130.00","230.00"
1878,"40.00","10.00","30.00","30.00","1130.00","170.00"
1879,"60.00","20.00","80.00","50.00","1620.00","260.00"
1880,"30.00","30.00","80.00","50.00","2090.00","230.00"
1881,"60.00","30.00","60.00","10.00","2620.00","230.00"
1882,"50.00","20.00","60.00","50.00","2150.00","180.00"
1883,"20.00","30.00","70.00","20.00","2160.00","290.00"
1884,"30.00","20.00","60.00","10.00","1540.00","260.00"
1885,"60.00","10.00","30.00","20.00","2070.00","100.00"
1886,"30.00","30.00","30.00","40.00","2830.00","210.00"
1887,"40.00","20.00","60.00","20.00","2500.00","160.00"
1888,"80.00","30.00","30.00","30.00","2410.00","220.00"
1889,"40.00","10.00","10.00","50.00","2190.00","280.00"
1890,"40.00","30.00","60.00","10.00","1050.00","130.00"
1891,"10.00","20.00","50.00","20.00","2990.00","210.00"
1892,"20.00","10.00","80.00","10.00","2940.00","100.00"
1893,"80.00","20.00","40.00","20.00","1870.00","190.00"
1894,"40.00","20.00","40.00","50.00","1970.00","280.00"
1895,"30.00","20.00","70.00","40.00","1910.00","120.00"
1896,"20.00","20.00","20.00","30.00","1590.00","190.00"
1897,"50.00","20.00","50.00","20.00","1490.00","270.00"
1898,"60.00","10.00","70.00","40.00","2320.00","210.00"
1899,"60.00","30.00","30.00","40.00","1780.00","230.00"
1900,"80.00","20.00","20.00","30.00","1640.00","250.00"
1901,"10.00","10.00","20.00","40.00","2350.00","240.00"
1902,"90.00","30.00","90.00","30.00","1570.00","100.00"
1903,"60.00","30.00","20.00","10.00","2830.00","200.00"
1904,"60.00","30.00","80.00","40.00","2080.00","240.00"
1905,"30.00","30.00","70.00","50.00","1620.00","100.00"
1906,"40.00","10.00","40.00","40.00","2290.00","190.00"
1907,"80.00","10.00","40.00","20.00","1430.00","280.00"
1908,"40.00","20.00","10.00","10.00","2410.00","270.00"
1909,"80.00","10.00","30.00","10.00","2120.00","270.00"
1910,"90.00","20.00","10.00","20.00","2220.00","150.00"
1911,"40.00","20.00","60.00","30.00","2530.00","120.00"
1912,"20.00","10.00","10.00","40.00","2220.00","260.00"
1913,"70.00","10.00","90.00","10.00","2800.00","240.00"
1914,"20.00","20.00","40.00","10.00","2680.00","120.00"
1915,"80.00","10.00","50.00","10.00","1050.00","150.00"
1916,"10.00","10.00","20.00","30.00","2040.00","200.00"
1917,"40.00","30.00","70.00","20.00","2240.00","190.00"
1918,"10.00","20.00","10.00","10.00","1530.00","220.00"
1919,"80.00","10.00","40.00","10.00","2740.00","250.00"
1920,"90.00","20.00","40.00","30.00","1490.00","110.00"
1921,"60.00","30.00","70.00","50.00","2720.00","240.00"
1922,"90.00","10.00","40.00","10.00","1550.00","180.00"
1923,"30.00","20.00","90.00","50.00","1580.00","280.00"
1924,"90.00","30.00","80.00","30.00","1600.00","180.00"
1925,"30.00","10.00","70.00","20.00","2890.00","140.00"
1926,"90.00","30.00","20.00","20.00","1340.00","230.00"
1927,"90.00","30.00","80.00","50.00","2710.00","110.00"
1928,"70.00","20.00","40.00","40.00","2960.00","280.00"
1929,"70.00","30.00","20.00","10.00","2380.00","200.00"
1930,"60.00","10.00","30.00","20.00","2430.00","200.00"
1931,"80.00","30.00","20.00","20.00","1630.00","230.00"
1932,"70.00","30.00","70.00","40.00","2390.00","100.00"
1933,"60.00","20.00","30.00","10.00","1890.00","260.00"
1934,"30.00","20.00","40.00","50.00","1120.00","290.00"
1935,"60.00","10.00","40.00","50.00","2940.00","210.00"
1936,"20.00","30.00","50.00","30.00","1050.00","210.00"
1937,"60.00","30.00","40.00","40.00","1370.00","260.00"
1938,"70.00","10.00","80.00","30.00","1490.00","200.00"
1939,"70.00","30.00","10.00","10.00","1740.00","240.00"
1940,"30.00","30.00","30.00","50.00","2200.00","280.00"
1941,"10.00","20.00","50.00","30.00","2130.00","140.00"
1942,"50.00","10.00","10.00","10.00","2640.00","200.00"
1943,"30.00","30.00","50.00","40.00","2700.00","280.00"
1944,"80.00","20.00","40.00","50.00","1210.00","200.00"
1945,"20.00","10.00","10.00","20.00","2840.00","280.00"
1946,"30.00","30.00","90.00","30.00","1390.00","120.00"
1947,"60.00","20.00","80.00","30.00","2480.00","200.00"
1948,"60.00","20.00","20.00","30.00","1750.00","200.00"
1949,"90.00","10.00","50.00","30.00","1150.00","290.00"
1950,"90.00","30.00","90.00","10.00","1950.00","120.00"
1951,"40.00","20.00","10.00","40.00","2000.00","280.00"
1952,"30.00","10.00","80.00","30.00","1460.00","210.00"
1953,"40.00","20.00","80.00","20.00","1700.00","180.00"
1954,"60.00","30.00","20.00","50.00","2430.00","130.00"
1955,"80.00","20.00","80.00","50.00","1410.00","190.00"
1956,"10.00","20.00","90.00","30.00","2220.00","140.00"
1957,"30.00","30.00","20.00","20.00","2440.00","240.00"
1958,"80.00","20.00","50.00","40.00","2170.00","250.00"
1959,"60.00","30.00","50.00","20.00","1250.00","170.00"
1960,"40.00","30.00","60.00","30.00","1260.00","180.00"
1961,"60.00","30.00","30.00","30.00","2750.00","240.00"
1962,"80.00","20.00","10.00","20.00","1810.00","280.00"
1963,"10.00","10.00","20.00","10.00","1040.00","140.00"
1964,"70.00","10.00","30.00","40.00","2510.00","290.00"
1965,"70.00","20.00","70.00","10.00","2690.00","230.00"
1966,"60.00","10.00","30.00","40.00","1880.00","100.00"
1967,"10.00","10.00","50.00","50.00","2770.00","120.00"
1968,"80.00","20.00","60.00","10.00","1950.00","280.00"
1969,"10.00","30.00","30.00","50.00","1880.00","240.00"
1970,"30.00","30.00","10.00","30.00","1430.00","220.00"
1971,"40.00","30.00","70.00","30.00","2250.00","170.00"
1972,"60.00","10.00","50.00","30.00","2670.00","250.00"
1973,"60.00","30.00","90.00","20.00","2480.00","220.00"
1974,"70.00","20.00","70.00","40.00","2690.00","150.00"
1975,"80.00","10.00","50.00","20.00","2750.00","190.00"
1976,"60.00","10.00","40.00","10.00","2120.00","210.00"
1977,"30.00","20.00","70.00","30.00","2320.00","160.00"
1978,"30.00","20.00","50.00","30.00","2950.00","110.00"
1979,"80.00","20.00","70.00","50.00","1080.00","290.00"
1980,"80.00","20.00","50.00","30.00","1130.00","140.00"
1981,"10.00","20.00","20.00","30.00","1610.00","250.00"
1982,"60.00","20.00","70.00","40.00","1720.00","180.00"
1983,"20.00","20.00","60.00","10.00","2730.00","100.00"
1984,"40.00","20.00","50.00","10.00","2370.00","150.00"
1985,"50.00","30.00","40.00","40.00","2140.00","200.00"
1986,"40.00","30.00","40.00","40.00","2040.00","170.00"
1987,"20.00","10.00","90.00","20.00","1450.00","230.00"
1988,"90.00","10.00","40.00","30.00","1810.00","240.00"
1989,"10.00","20.00","90.00","40.00","1430.00","270.00"
1990,"70.00","20.00","90.00","50.00","1800.00","210.00"
1991,"50.00","10.00","90.00","20.00","2440.00","170.00"
1992,"10.00","30.00","60.00","30.00","1550.00","280.00"
1993,"50.00","30.00","50.00","50.00","1130.00","220.00"
1994,"60.00","20.00","10.00","10.00","1760.00","140.00"
1995,"70.00","20.00","80.00","30.00","2790.00","250.00"
1996,"20.00","30.00","60.00","40.00","1210.00","150.00"
1997,"40.00","10.00","30.00","10.00","1720.00","280.00"
1998,"10.00","30.00","10.00","20.00","1890.00","140.00"
1999,"80.00","30.00","40.00","50.00","2360.00","290.00"
2000,"90.00","30.00","20.00","10.00","2790.00","190.00"
2001,"60.00","10.00","80.00","20.00","1040.00","220.00"
2002,"10.00","20.00","40.00","30.00","1470.00","170.00"
2003,"60.00","30.00","20.00","50.00","1570.00","100.00"
2004,"50.00","10.00","20.00","10.00","2960.00","210.00"
2005,"20.00","20.00","70.00","10.00","2380.00","240.00"
2006,"50.00","30.00","70.00","30.00","1370.00","230.00"
2007,"60.00","20.00","20.00","50.00","2730.00","230.00"
2008,"20.00","30.00","50.00","10.00","2480.00","220.00"
2009,"50.00","10.00","20.00","20.00","1900.00","300.00"
2010,"10.00","30.00","90.00","20.00","2970.00","140.00"
2011,"80.00","20.00","40.00","20.00","2580.00","230.00"
2012,"80.00","30.00","80.00","30.00","2650.00","160.00"
2013,"40.00","10.00","80.00","20.00","2410.00","160.00"
2014,"10.00","10.00","50.00","20.00","1510.00","260.00"
2015,"30.00","20.00","60.00","10.00","2860.00","210.00"
2016,"90.00","10.00","30.00","40.00","1000.00","230.00"
2017,"50.00","10.00","20.00","20.00","2560.00","260.00"
2018,"10.00","20.00","60.00","20.00","1890.00","230.00"
2019,"90.00","10.00","70.00","40.00","3000.00","240.00"
2020,"80.00","30.00","60.00","10.00","2240.00","130.00"
2021,"70.00","10.00","20.00","50.00","2860.00","170.00"
2022,"40.00","30.00","80.00","20.00","2080.00","170.00"
2023,"80.00","10.00","40.00","50.00","2790.00","160.00"
2024,"30.00","30.00","80.00","50.00","1590.00","270.00"
2025,"40.00","30.00","40.00","10.00","2490.00","250.00"
2026,"40.00","10.00","70.00","10.00","2790.00","280.00"
2027,"60.00","30.00","60.00","40.00","1170.00","210.00"
2028,"80.00","20.00","40.00","10.00","1030.00","170.00"
2029,"70.00","20.00","40.00","30.00","2690.00","150.00"
2030,"20.00","30.00","40.00","20.00","1250.00","130.00"
2031,"70.00","20.00","30.00","50.00","1270.00","300.00"
2032,"60.00","30.00","50.00","40.00","1640.00","100.00"
2033,"50.00","20.00","10.00","50.00","2540.00","150.00"
2034,"20.00","20.00","10.00","30.00","2700.00","280.00"
2035,"60.00","20.00","30.00","30.00","2930.00","160.00"
2036,"90.00","30.00","10.00","50.00","1670.00","150.00"
2037,"80.00","10.00","70.00","10.00","2270.00","230.00"
2038,"10.00","30.00","60.00","10.00","1420.00","170.00"
2039,"90.00","10.00","70.00","50.00","1000.00","250.00"
2040,"40.00","20.00","60.00","40.00","1330.00","110.00"
2041,"20.00","10.00","40.00","50.00","2550.00","210.00"
2042,"80.00","30.00","30.00","20.00","1250.00","140.00"
2043,"90.00","30.00","90.00","40.00","2580.00","160.00"
2044,"80.00","10.00","50.00","50.00","2830.00","240.00"
2045,"10.00","30.00","80.00","50.00","2530.00","200.00"
2046,"90.00","30.00","60.00","40.00","2420.00","290.00"
2047,"20.00","20.00","20.00","30.00","1620.00","170.00"
2048,"90.00","20.00","20.00","40.00","1470.00","110.00"
2049,"10.00","10.00","70.00","40.00","2360.00","300.00"
2050,"90.00","20.00","20.00","40.00","2860.00","210.00"
2051,"40.00","30.00","10.00","30.00","1010.00","170.00"
2052,"90.00","10.00","50.00","40.00","2940.00","190.00"
2053,"20.00","20.00","90.00","20.00","2610.00","130.00"
2054,"50.00","30.00","30.00","30.00","1970.00","200.00"
2055,"20.00","20.00","60.00","40.00","1290.00","120.00"
2056,"30.00","20.00","30.00","10.00","1130.00","260.00"
2057,"50.00","20.00","10.00","20.00","1640.00","160.00"
2058,"90.00","20.00","10.00","40.00","1530.00","210.00"
2059,"40.00","10.00","60.00","50.00","1970.00","100.00"
2060,"50.00","30.00","90.00","50.00","1820.00","300.00"
2061,"50.00","10.00","30.00","50.00","1560.00","250.00"
2062,"10.00","20.00","70.00","50.00","2730.00","190.00"
2063,"40.00","20.00","40.00","10.00","2060.00","220.00"
2064,"40.00","30.00","30.00","10.00","1940.00","140.00"
2065,"40.00","10.00","50.00","20.00","1390.00","220.00"
2066,"40.00","20.00","90.00","30.00","1580.00","230.00"
2067,"50.00","20.00","20.00","10.00","1870.00","300.00"
2068,"90.00","10.00","90.00","20.00","1910.00","300.00"
2069,"60.00","20.00","70.00","30.00","2760.00","280.00"
2070,"80.00","30.00","50.00","20.00","2070.00","280.00"
2071,"50.00","10.00","90.00","40.00","1900.00","290.00"
2072,"40.00","30.00","80.00","30.00","2840.00","290.00"
2073,"60.00","10.00","20.00","30.00","2760.00","230.00"
2074,"70.00","10.00","70.00","50.00","2530.00","220.00"
2075,"50.00","10.00","90.00","20.00","1310.00","100.00"
2076,"80.00","10.00","90.00","10.00","1220.00","220.00"
2077,"40.00","10.00","60.00","40.00","2530.00","140.00"
2078,"20.00","30.00","70.00","20.00","2030.00","270.00"
2079,"60.00","20.00","60.00","40.00","2970.00","210.00"
2080,"90.00","30.00","70.00","10.00","2650.00","170.00"
2081,"70.00","30.00","70.00","50.00","1790.00","190.00"
2082,"30.00","10.00","10.00","30.00","2320.00","230.00"
2083,"80.00","10.00","10.00","50.00","2420.00","280.00"
2084,"40.00","10.00","30.00","30.00","2140.00","260.00"
2085,"50.00","30.00","80.00","30.00","2680.00","160.00"
2086,"60.00","30.00","40.00","20.00","1920.00","110.00"
2087,"50.00","20.00","10.00","50.00","1040.00","280.00"
2088,"20.00","30.00","30.00","40.00","1750.00","300.00"
2089,"40.00","30.00","90.00","20.00","1890.00","190.00"
2090,"60.00","30.00","90.00","10.00","1870.00","200.00"
2091,"50.00","20.00","30.00","40.00","2070.00","190.00"
2092,"90.00","10.00","40.00","40.00","2350.00","240.00"
2093,"50.00","20.00","60.00","20.00","1900.00","270.00"
2094,"80.00","30.00","60.00","20.00","1910.00","140.00"
2095,"30.00","20.00","30.00","30.00","2510.00","260.00"
2096,"10.00","30.00","20.00","40.00","2890.00","140.00"
2097,"80.00","10.00","20.00","10.00","2760.00","170.00"
2098,"30.00","10.00","20.00","10.00","2770.00","280.00"
2099,"60.00","20.00","10.00","40.00","2280.00","260.00"
2100,"80.00","30.00","20.00","50.00","2860.00","160.00"
2101,"50.00","30.00","70.00","20.00","1990.00","200.00"
2102,"70.00","20.00","50.00","40.00","2630.00","160.00"
2103,"10.00","30.00","30.00","40.00","2990.00","100.00"
2104,"50.00","10.00","30.00","20.00","2140.00","130.00"
2105,"50.00","20.00","80.00","10.00","2070.00","200.00"
2106,"50.00","10.00","50.00","30.00","2300.00","150.00"
2107,"20.00","20.00","10.00","30.00","1170.00","270.00"
2108,"20.00","30.00","20.00","20.00","1300.00","120.00"
2109,"60.00","30.00","30.00","20.00","1910.00","110.00"
2110,"10.00","30.00","10.00","30.00","2320.00","210.00"
2111,"40.00","20.00","40.00","20.00","2500.00","260.00"
2112,"70.00","30.00","70.00","50.00","1630.00","110.00"
2113,"60.00","10.00","40.00","30.00","1940.00","180.00"
2114,"30.00","30.00","70.00","20.00","2770.00","280.00"
2115,"50.00","20.00","10.00","40.00","1060.00","120.00"
2116,"90.00","30.00","20.00","10.00","2540.00","290.00"
2117,"40.00","20.00","40.00","10.00","2840.00","140.00"
2118,"50.00","20.00","90.00","40.00","2960.00","230.00"
2119,"70.00","30.00","50.00","10.00","1810.00","230.00"
2120,"10.00","10.00","60.00","20.00","1230.00","290.00"
2121,"70.00","10.00","10.00","20.00","2560.00","220.00"
2122,"40.00","30.00","80.00","30.00","2590.00","300.00"
2123,"70.00","20.00","60.00","40.00","2480.00","130.00"
2124,"30.00","20.00","10.00","40.00","2780.00","170.00"
2125,"50.00","20.00","70.00","30.00","1250.00","240.00"
2126,"40.00","30.00","50.00","20.00","2020.00","260.00"
2127,"60.00","20.00","30.00","10.00","1200.00","170.00"
2128,"80.00","10.00","10.00","50.00","2140.00","100.00"
2129,"90.00","10.00","60.00","30.00","2190.00","260.00"
2130,"30.00","20.00","10.00","50.00","2240.00","260.00"
2131,"60.00","30.00","90.00","40.00","2840.00","160.00"
2132,"70.00","20.00","50.00","40.00","1660.00","230.00"
2133,"10.00","10.00","10.00","40.00","1700.00","140.00"
2134,"60.00","30.00","10.00","50.00","1440.00","100.00"
2135,"60.00","20.00","50.00","50.00","1500.00","100.00"
2136,"20.00","30.00","90.00","20.00","1770.00","230.00"
2137,"30.00","20.00","40.00","10.00","2790.00","130.00"
2138,"90.00","10.00","90.00","50.00","2820.00","250.00"
2139,"10.00","10.00","60.00","30.00","1590.00","280.00"
2140,"40.00","20.00","80.00","30.00","2890.00","120.00"
2141,"20.00","20.00","70.00","40.00","2040.00","100.00"
2142,"90.00","10.00","60.00","40.00","2870.00","200.00"
2143,"50.00","10.00","40.00","20.00","2040.00","300.00"
2144,"20.00","30.00","80.00","40.00","2700.00","170.00"
2145,"80.00","30.00","40.00","10.00","2040.00","100.00"
2146,"50.00","20.00","20.00","40.00","1620.00","280.00"
2147,"60.00","30.00","80.00","10.00","2500.00","200.00"
2148,"30.00","10.00","30.00","10.00","1960.00","240.00"
2149,"30.00","30.00","10.00","20.00","1610.00","230.00"
2150,"80.00","30.00","60.00","30.00","2370.00","130.00"
2151,"90.00","10.00","50.00","40.00","2960.00","170.00"
2152,"30.00","30.00","70.00","50.00","2240.00","290.00"
2153,"90.00","10.00","60.00","10.00","1060.00","210.00"
2154,"40.00","20.00","30.00","10.00","1060.00","100.00"
2155,"90.00","20.00","70.00","40.00","1120.00","290.00"
2156,"80.00","20.00","70.00","20.00","2360.00","170.00"
2157,"90.00","30.00","90.00","50.00","1880.00","160.00"
2158,"60.00","20.00","60.00","40.00","1210.00","150.00"
2159,"40.00","10.00","50.00","50.00","2570.00","160.00"
2160,"40.00","10.00","70.00","40.00","1320.00","300.00"
2161,"80.00","10.00","40.00","40.00","1210.00","130.00"
2162,"70.00","10.00","20.00","40.00","2080.00","270.00"
2163,"40.00","10.00","50.00","40.00","2950.00","180.00"
2164,"10.00","30.00","30.00","30.00","1830.00","180.00"
2165,"70.00","30.00","90.00","50.00","2840.00","100.00"
2166,"80.00","20.00","90.00","50.00","2810.00","230.00"
2167,"50.00","20.00","80.00","40.00","2460.00","240.00"
2168,"30.00","30.00","90.00","50.00","1040.00","250.00"
2169,"90.00","20.00","30.00","20.00","2750.00","290.00"
2170,"80.00","30.00","10.00","30.00","1380.00","170.00"
2171,"30.00","10.00","40.00","20.00","1690.00","170.00"
2172,"10.00","30.00","40.00","10.00","2470.00","130.00"
2173,"40.00","30.00","50.00","20.00","1710.00","180.00"
2174,"70.00","30.00","10.00","40.00","1480.00","230.00"
2175,"20.00","30.00","80.00","10.00","2790.00","260.00"
2176,"10.00","30.00","90.00","50.00","2100.00","120.00"
2177,"40.00","20.00","30.00","20.00","2010.00","270.00"
2178,"80.00","30.00","40.00","30.00","1100.00","140.00"
2179,"70.00","10.00","80.00","40.00","2380.00","100.00"
2180,"10.00","30.00","50.00","50.00","2610.00","130.00"
2181,"80.00","10.00","40.00","30.00","1650.00","230.00"
2182,"60.00","10.00","20.00","40.00","1230.00","110.00"
2183,"40.00","10.00","60.00","30.00","1030.00","190.00"
2184,"10.00","30.00","90.00","30.00","1060.00","130.00"
2185,"80.00","10.00","60.00","30.00","1750.00","210.00"
2186,"70.00","20.00","70.00","10.00","1820.00","210.00"
2187,"20.00","20.00","50.00","30.00","3000.00","100.00"
2188,"70.00","10.00","50.00","20.00","2000.00","200.00"
2189,"90.00","20.00","40.00","40.00","1530.00","140.00"
2190,"70.00","30.00","60.00","30.00","1270.00","100.00"
2191,"90.00","30.00","70.00","10.00","1010.00","290.00"
2192,"90.00","30.00","60.00","40.00","1920.00","170.00"
2193,"30.00","10.00","10.00","20.00","1980.00","210.00"
2194,"50.00","10.00","80.00","30.00","1570.00","140.00"
2195,"30.00","10.00","80.00","50.00","2600.00","240.00"
2196,"10.00","20.00","40.00","40.00","2170.00","120.00"
2197,"10.00","10.00","80.00","20.00","1680.00","270.00"
2198,"80.00","20.00","60.00","30.00","1080.00","300.00"
2199,"60.00","20.00","90.00","30.00","2830.00","260.00"
2200,"10.00","20.00","30.00","50.00","2440.00","210.00"
2201,"20.00","20.00","70.00","40.00","2890.00","190.00"
2202,"10.00","30.00","80.00","10.00","2070.00","140.00"
2203,"10.00","30.00","40.00","20.00","1260.00","210.00"
2204,"10.00","20.00","30.00","30.00","2470.00","150.00"
2205,"90.00","30.00","30.00","30.00","2330.00","190.00"
2206,"90.00","30.00","60.00","10.00","1110.00","250.00"
2207,"50.00","10.00","40.00","30.00","2200.00","190.00"
2208,"30.00","20.00","50.00","40.00","1620.00","230.00"
2209,"60.00","30.00","10.00","20.00","2560.00","200.00"
2210,"30.00","30.00","10.00","10.00","2490.00","260.00"
2211,"60.00","10.00","20.00","20.00","2370.00","200.00"
2212,"60.00","30.00","20.00","10.00","1190.00","160.00"
2213,"10.00","30.00","40.00","50.00","2850.00","200.00"
2214,"70.00","10.00","20.00","20.00","1210.00","260.00"
2215,"20.00","10.00","40.00","40.00","1860.00","150.00"
2216,"10.00","20.00","80.00","20.00","1820.00","230.00"
2217,"20.00","30.00","30.00","10.00","1490.00","140.00"
2218,"10.00","20.00","90.00","40.00","1410.00","270.00"
2219,"60.00","10.00","90.00","40.00","1930.00","210.00"
2220,"80.00","20.00","90.00","40.00","1900.00","110.00"
2221,"90.00","30.00","90.00","50.00","1620.00","240.00"
2222,"80.00","10.00","90.00","20.00","1300.00","270.00"
2223,"90.00","20.00","30.00","40.00","2670.00","110.00"
2224,"40.00","10.00","40.00","10.00","2060.00","220.00"
2225,"10.00","30.00","30.00","10.00","1550.00","290.00"
2226,"20.00","30.00","20.00","10.00","2800.00","280.00"
2227,"20.00","20.00","70.00","40.00","1070.00","290.00"
2228,"10.00","10.00","20.00","10.00","2850.00","250.00"
2229,"20.00","10.00","70.00","30.00","1190.00","250.00"
2230,"80.00","10.00","60.00","40.00","2250.00","250.00"
2231,"70.00","30.00","70.00","10.00","1790.00","110.00"
2232,"70.00","30.00","50.00","20.00","1280.00","120.00"
2233,"10.00","30.00","90.00","40.00","1220.00","260.00"
2234,"10.00","20.00","70.00","50.00","2750.00","300.00"
2235,"80.00","30.00","10.00","50.00","2140.00","290.00"
2236,"80.00","20.00","50.00","30.00","2590.00","200.00"
2237,"20.00","20.00","10.00","40.00","2330.00","150.00"
2238,"40.00","20.00","50.00","50.00","2820.00","170.00"
2239,"10.00","20.00","30.00","40.00","2750.00","210.00"
2240,"80.00","30.00","40.00","10.00","1260.00","100.00"
2241,"10.00","30.00","70.00","50.00","1900.00","250.00"
2242,"10.00","30.00","80.00","20.00","1210.00","100.00"
2243,"80.00","20.00","50.00","10.00","2450.00","200.00"
2244,"80.00","10.00","80.00","50.00","2700.00","210.00"
2245,"40.00","30.00","60.00","50.00","1040.00","240.00"
2246,"70.00","30.00","40.00","30.00","2460.00","170.00"
2247,"80.00","30.00","90.00","40.00","1760.00","150.00"
2248,"30.00","30.00","70.00","20.00","2220.00","140.00"
2249,"90.00","30.00","80.00","40.00","1740.00","200.00"
2250,"90.00","30.00","60.00","20.00","2790.00","100.00"
2251,"30.00","30.00","50.00","40.00","2470.00","260.00"
2252,"70.00","30.00","10.00","20.00","2330.00","130.00"
2253,"60.00","20.00","70.00","50.00","2670.00","100.00"
2254,"40.00","30.00","20.00","20.00","2670.00","230.00"
2255,"90.00","10.00","10.00","30.00","1360.00","120.00"
2256,"20.00","30.00","90.00","40.00","1440.00","270.00"
2257,"80.00","10.00","90.00","50.00","1490.00","140.00"
2258,"40.00","20.00","20.00","10.00","2580.00","220.00"
2259,"20.00","30.00","70.00","30.00","1960.00","210.00"
2260,"80.00","20.00","80.00","50.00","1560.00","180.00"
2261,"10.00","20.00","70.00","40.00","1020.00","150.00"
2262,"60.00","30.00","50.00","10.00","2670.00","120.00"
2263,"30.00","30.00","10.00","10.00","1840.00","110.00"
2264,"40.00","10.00","10.00","30.00","1610.00","130.00"
2265,"20.00","20.00","40.00","40.00","2680.00","290.00"
2266,"10.00","10.00","40.00","30.00","1030.00","210.00"
2267,"20.00","10.00","20.00","20.00","2240.00","130.00"
2268,"10.00","30.00","80.00","50.00","1640.00","300.00"
2269,"20.00","10.00","50.00","30.00","1710.00","130.00"
2270,"50.00","10.00","70.00","50.00","1870.00","190.00"
2271,"90.00","20.00","30.00","50.00","2140.00","190.00"
2272,"50.00","10.00","70.00","10.00","2650.00","110.00"
2273,"80.00","30.00","40.00","40.00","1690.00","220.00"
2274,"40.00","20.00","70.00","40.00","2980.00","230.00"
2275,"90.00","20.00","70.00","40.00","1790.00","110.00"
2276,"70.00","30.00","10.00","10.00","2990.00","300.00"
2277,"20.00","30.00","20.00","40.00","2150.00","260.00"
2278,"10.00","30.00","90.00","50.00","1930.00","230.00"
2279,"70.00","20.00","70.00","20.00","1310.00","230.00"
2280,"60.00","10.00","80.00","20.00","1520.00","110.00"
2281,"10.00","10.00","30.00","10.00","1820.00","160.00"
2282,"10.00","10.00","80.00","20.00","2120.00","230.00"
2283,"90.00","20.00","80.00","30.00","2640.00","210.00"
2284,"80.00","20.00","80.00","30.00","1510.00","280.00"
2285,"40.00","20.00","50.00","20.00","1010.00","140.00"
2286,"20.00","10.00","30.00","20.00","2490.00","270.00"
2287,"30.00","20.00","30.00","10.00","1820.00","180.00"
2288,"20.00","20.00","20.00","20.00","2080.00","210.00"
2289,"20.00","30.00","40.00","50.00","2150.00","160.00"
2290,"30.00","30.00","70.00","20.00","2410.00","120.00"
2291,"30.00","30.00","80.00","30.00","2740.00","230.00"
2292,"10.00","20.00","20.00","50.00","1500.00","160.00"
2293,"90.00","10.00","40.00","40.00","2050.00","280.00"
2294,"80.00","30.00","10.00","50.00","1900.00","170.00"
2295,"50.00","20.00","90.00","20.00","1030.00","120.00"
2296,"10.00","20.00","80.00","30.00","2990.00","260.00"
